year,month,lat,lng,probability,spread
0,4,16,93,0.01098,65
0,4,17,83,0.00127,8
0,4,17,84,0.00684,5
0,4,17,85,0.0054,4
0,4,17,86,0.00262,5
0,4,17,87,0.01094,8
0,4,17,88,0.00387,13
0,4,17,89,0.0058,20
0,4,17,90,0.00784,29
0,4,17,91,0.0039,40
0,4,17,92,0.00463,53
0,4,17,93,0.00838,68
0,4,18,84,0.0022,10
0,4,18,85,0.00411,9
0,4,18,86,0.00422,10
0,4,18,87,0.00352,13
0,4,18,88,0.00632,18
0,4,18,89,0.00448,25
0,4,18,90,0.01026,34
0,4,18,91,0.00564,45
0,4,18,92,0.01201,58
0,4,18,93,0.02415,73
0,4,19,85,0.00074,16
0,4,19,86,0.00088,17
0,4,19,87,0.00237,20
0,4,19,88,0.0028,25
0,4,19,89,0.00591,32
0,4,19,90,0.04884,41
0,4,19,91,0.00051,52
0,4,19,92,0.04947,65
0,4,20,87,0.00029,29
0,4,20,88,0.00233,34
0,4,20,89,0.00125,41
0,4,20,90,0.00828,50
0,4,20,91,0.03379,61
0,4,20,92,0.03413,74
0,4,21,87,0.00025,40
0,4,21,88,0.00068,45
0,4,21,89,0.00361,52
0,4,21,90,0.00705,61
0,4,21,91,0.05168,72
0,6,2,93,0.00114,233
0,6,3,88,0.0007,153
0,6,3,89,0.0003,160
0,6,3,91,0.00034,180
0,6,3,92,0.00025,193
0,6,3,93,0.00067,208
0,6,3,94,0.00043,225
0,6,4,88,0.0008,130
0,6,4,89,0.00243,137
0,6,4,90,0.00047,146
0,6,4,91,0.00073,157
0,6,4,92,0.00087,170
0,6,4,93,0.00082,185
0,6,4,94,0.00069,202
0,6,5,83,0.00136,104
0,6,5,84,0.00028,101
0,6,5,86,0.00029,101
0,6,5,89,0.00058,116
0,6,5,90,0.00047,125
0,6,5,91,0.00091,136
0,6,5,93,0.00059,164
0,6,6,82,0.00033,90
0,6,6,83,0.00071,85
0,6,6,87,0.00123,85
0,6,6,88,0.00038,90
0,6,6,89,0.00077,97
0,6,6,91,0.00067,117
0,6,6,92,0.00053,130
0,6,6,94,0.00045,162
0,6,6,95,0.00043,181
0,6,7,82,0.00092,73
0,6,7,83,0.00036,68
0,6,7,84,0.00085,65
0,6,7,85,0.00059,64
0,6,7,86,0.00037,65
0,6,7,87,0.00079,68
0,6,7,88,0.00062,73
0,6,7,89,0.00028,80
0,6,7,90,0.00085,89
0,6,7,91,0.00485,100
0,6,7,92,0.00293,113
0,6,7,93,0.00184,128
0,6,7,94,0.00162,145
0,6,7,95,0.00191,164
0,6,7,96,0.00149,185
0,6,7,97,0.00373,208
0,6,8,81,0.00062,65
0,6,8,82,0.00067,58
0,6,8,83,0.0005,53
0,6,8,84,0.00038,50
0,6,8,85,0.00114,49
0,6,8,86,0.00079,50
0,6,8,87,0.00066,53
0,6,8,88,0.00032,58
0,6,8,89,0.00086,65
0,6,8,90,0.00161,74
0,6,8,91,0.00099,85
0,6,8,92,0.00124,98
0,6,8,93,0.0045,113
0,6,8,94,0.0014,130
0,6,8,95,0.00115,149
0,6,8,96,0.00163,170
0,6,8,97,0.0121,193
0,6,8,98,0.00098,218
0,6,9,81,0.00094,52
0,6,9,82,0.00063,45
0,6,9,83,0.00096,40
0,6,9,84,0.00078,37
0,6,9,85,0.00041,36
0,6,9,86,0.00045,37
0,6,9,87,0.00072,40
0,6,9,88,0.00069,45
0,6,9,89,0.00158,52
0,6,9,90,0.00084,61
0,6,9,91,0.00113,72
0,6,9,92,0.00056,85
0,6,9,93,0.0022,100
0,6,9,94,0.00172,117
0,6,9,95,0.00192,136
0,6,9,96,0.00273,157
0,6,9,97,0.00983,180
0,6,10,80,0.00068,50
0,6,10,81,0.00113,41
0,6,10,82,0.00098,34
0,6,10,83,0.00051,29
0,6,10,84,0.00048,26
0,6,10,85,0.00033,25
0,6,10,87,0.00187,29
0,6,10,88,0.00207,34
0,6,10,89,0.00182,41
0,6,10,90,0.00205,50
0,6,10,91,0.00222,61
0,6,10,92,0.00102,74
0,6,10,93,0.00188,89
0,6,10,94,0.00257,106
0,6,10,95,0.0027,125
0,6,10,96,0.00314,146
0,6,10,97,0.0019,169
0,6,11,80,0.00175,41
0,6,11,81,0.00152,32
0,6,11,82,0.00102,25
0,6,11,83,0.0009,20
0,6,11,84,0.00109,17
0,6,11,85,0.00051,16
0,6,11,86,0.00099,17
0,6,11,87,0.00086,20
0,6,11,88,0.00142,25
0,6,11,89,0.00734,32
0,6,11,90,0.00763,41
0,6,11,91,0.00395,52
0,6,11,92,0.0011,65
0,6,11,93,0.00428,80
0,6,11,94,0.00424,97
0,6,11,95,0.00149,116
0,6,11,96,0.00185,137
0,6,11,97,0.00161,160
0,6,12,80,0.00071,34
0,6,12,81,0.00193,25
0,6,12,82,0.0006,18
0,6,12,83,0.00112,13
0,6,12,84,0.00324,10
0,6,12,85,0.00086,9
0,6,12,86,0.00184,10
0,6,12,87,0.00127,13
0,6,12,88,0.01473,18
0,6,12,89,0.00435,25
0,6,12,90,0.00496,34
0,6,12,91,0.01766,45
0,6,12,92,0.02771,58
0,6,12,93,0.00273,73
0,6,12,94,0.00347,90
0,6,12,95,0.00253,109
0,6,12,96,0.00505,130
0,6,12,97,0.00141,153
0,6,13,81,0.00074,20
0,6,13,82,0.00074,13
0,6,13,83,0.00123,8
0,6,13,84,0.00257,5
0,6,13,85,0.00098,4
0,6,13,86,0.00078,5
0,6,13,87,0.00102,8
0,6,13,88,0.04684,13
0,6,13,89,0.05563,20
0,6,13,90,0.00865,29
0,6,13,91,0.01281,40
0,6,13,92,0.01484,53
0,6,13,93,0.00422,68
0,6,13,94,0.00847,85
0,6,13,95,0.0052,104
0,6,13,96,0.00057,125
0,6,13,97,0.00197,148
0,6,13,98,0.00043,173
0,6,14,80,0.00032,26
0,6,14,81,0.00027,17
0,6,14,82,0.00043,10
0,6,14,83,0.00089,5
0,6,14,84,0.00191,2
0,6,14,85,0.00234,1
0,6,14,86,0.00132,2
0,6,14,87,0.00101,5
0,6,14,88,0.00859,10
0,6,14,89,0.01956,17
0,6,14,90,0.00859,26
0,6,14,91,0.00744,37
0,6,14,92,0.00509,50
0,6,14,93,0.00888,65
0,6,14,94,0.02388,82
0,6,14,95,0.00894,101
0,6,14,96,0.00134,122
0,6,15,82,0.00042,9
0,6,15,83,0.00085,4
0,6,15,84,0.00149,1
0,6,15,85,0.00173,0
0,6,15,86,0.0014,1
0,6,15,87,0.00107,4
0,6,15,88,0.00881,9
0,6,15,89,0.01136,16
0,6,15,90,0.01316,25
0,6,15,91,0.00159,36
0,6,15,92,0.0122,49
0,6,15,93,0.01433,64
0,6,15,94,0.00625,81
0,6,15,95,0.0043,100
0,6,15,96,0.00058,121
0,6,16,82,0.00031,10
0,6,16,83,0.00084,5
0,6,16,84,0.00131,2
0,6,16,85,0.00135,1
0,6,16,86,0.00069,2
0,6,16,87,0.01152,5
0,6,16,88,0.02361,10
0,6,16,89,0.01679,17
0,6,16,90,0.00865,26
0,6,16,91,0.01475,37
0,6,16,92,0.00551,50
0,6,16,93,0.01181,65
0,6,16,94,0.00216,82
0,6,17,83,0.00044,8
0,6,17,84,0.00096,5
0,6,17,85,0.00337,4
0,6,17,86,0.01227,5
0,6,17,87,0.00052,8
0,6,17,88,0.00044,13
0,6,17,89,0.00087,20
0,6,17,90,0.0047,29
0,6,17,91,0.00455,40
0,6,17,92,0.00271,53
0,6,17,93,0.00666,68
0,6,17,94,0.00671,85
0,6,18,84,0.00074,10
0,6,18,85,0.01679,9
0,6,18,86,0.00091,10
0,6,18,87,0.00076,13
0,6,18,88,0.00059,18
0,6,18,89,0.00145,25
0,6,18,90,0.00354,34
0,6,18,91,0.00291,45
0,6,18,92,0.00335,58
0,6,18,93,0.00999,73
0,6,18,94,0.00574,90
0,6,19,85,0.00636,16
0,6,19,86,0.00509,17
0,6,19,87,0.00685,20
0,6,19,88,0.00225,25
0,6,19,89,0.00363,32
0,6,19,90,0.00622,41
0,6,19,91,0.0036,52
0,6,19,92,0.00593,65
0,6,20,86,0.00066,26
0,6,20,87,0.00629,29
0,6,20,88,0.02487,34
0,6,20,89,0.0495,41
0,6,20,90,0.00515,50
0,6,20,91,0.00635,61
0,6,20,92,0.00745,74
0,6,21,87,0.00169,40
0,6,21,88,0.00303,45
0,6,21,89,0.00789,52
0,6,21,90,0.00605,61
0,6,21,91,0.01617,72
0,6,22,91,0.00276,85
0,8,-3,93,0.00032,388
0,8,-1,93,0.00031,320
0,8,0,89,0.00031,241
0,8,0,92,0.0003,274
0,8,0,93,0.00045,289
0,8,0,94,0.0004,306
0,8,0,95,0.00036,325
0,8,1,85,0.00026,196
0,8,1,86,0.00036,197
0,8,1,92,0.0003,245
0,8,1,94,0.00106,277
0,8,1,95,0.00065,296
0,8,1,96,0.00034,317
0,8,2,82,0.00036,178
0,8,2,84,0.00028,170
0,8,2,87,0.00033,173
0,8,2,88,0.00059,178
0,8,2,89,0.00049,185
0,8,2,90,0.00033,194
0,8,2,92,0.00028,218
0,8,2,93,0.0004,233
0,8,2,94,0.00043,250
0,8,2,95,0.00175,269
0,8,2,96,0.00031,290
0,8,3,89,0.00038,160
0,8,3,90,0.00074,169
0,8,3,91,0.00057,180
0,8,3,92,0.0008,193
0,8,3,93,0.00131,208
0,8,3,94,0.00087,225
0,8,3,95,0.00195,244
0,8,4,81,0.00033,137
0,8,4,82,0.00031,130
0,8,4,83,0.0008,125
0,8,4,84,0.00052,122
0,8,4,85,0.00059,121
0,8,4,86,0.00064,122
0,8,4,87,0.00112,125
0,8,4,88,0.00046,130
0,8,4,90,0.0005,146
0,8,4,91,0.00118,157
0,8,4,92,0.00205,170
0,8,4,93,0.00316,185
0,8,4,94,0.00159,202
0,8,4,95,0.00025,221
0,8,5,82,0.00034,109
0,8,5,83,0.0004,104
0,8,5,86,0.0009,101
0,8,5,87,0.00093,104
0,8,5,88,0.0006,109
0,8,5,89,0.00053,116
0,8,5,90,0.00039,125
0,8,5,91,0.00044,136
0,8,5,92,0.00059,149
0,8,5,93,0.00532,164
0,8,5,94,0.00094,181
0,8,5,96,0.00074,221
0,8,5,97,0.00058,244
0,8,5,98,0.00084,269
0,8,5,99,0.00026,296
0,8,6,83,0.00028,85
0,8,6,84,0.00036,82
0,8,6,86,0.00078,82
0,8,6,87,0.00057,85
0,8,6,88,0.00055,90
0,8,6,89,0.00036,97
0,8,6,90,0.0003,106
0,8,6,91,0.00033,117
0,8,6,92,0.00152,130
0,8,6,93,0.00405,145
0,8,6,94,0.00301,162
0,8,6,95,0.00121,181
0,8,6,96,0.00195,202
0,8,6,97,0.00348,225
0,8,6,98,0.00124,250
0,8,7,83,0.00049,68
0,8,7,84,0.00041,65
0,8,7,85,0.00037,64
0,8,7,86,0.0003,65
0,8,7,87,0.00042,68
0,8,7,88,0.00057,73
0,8,7,89,0.00066,80
0,8,7,90,0.0003,89
0,8,7,91,0.00034,100
0,8,7,92,0.00068,113
0,8,7,93,0.00386,128
0,8,7,94,0.0065,145
0,8,7,95,0.00767,164
0,8,7,96,0.01409,185
0,8,7,97,0.0042,208
0,8,7,98,0.00085,233
0,8,8,81,0.00095,65
0,8,8,84,0.00052,50
0,8,8,87,0.00042,53
0,8,8,88,0.0008,58
0,8,8,89,0.00155,65
0,8,8,90,0.00155,74
0,8,8,91,0.00098,85
0,8,8,92,0.00081,98
0,8,8,93,0.00296,113
0,8,8,94,0.00391,130
0,8,8,95,0.0068,149
0,8,8,96,0.01521,170
0,8,8,97,0.01281,193
0,8,9,80,0.00026,61
0,8,9,81,0.00053,52
0,8,9,82,0.00114,45
0,8,9,83,0.00028,40
0,8,9,84,0.00042,37
0,8,9,85,0.00035,36
0,8,9,87,0.00044,40
0,8,9,88,0.00073,45
0,8,9,89,0.00101,52
0,8,9,90,0.00192,61
0,8,9,91,0.00286,72
0,8,9,92,0.00371,85
0,8,9,93,0.00748,100
0,8,9,94,0.00766,117
0,8,9,95,0.00338,136
0,8,9,96,0.00426,157
0,8,9,97,0.00946,180
0,8,10,79,0.00027,61
0,8,10,80,0.00066,50
0,8,10,81,0.00101,41
0,8,10,83,0.00034,29
0,8,10,84,0.00025,26
0,8,10,86,0.00048,26
0,8,10,87,0.00364,29
0,8,10,88,0.0014,34
0,8,10,89,0.00113,41
0,8,10,90,0.00324,50
0,8,10,91,0.00392,61
0,8,10,92,0.01274,74
0,8,10,93,0.00438,89
0,8,10,94,0.00564,106
0,8,10,95,0.0047,125
0,8,10,96,0.00409,146
0,8,10,97,0.00522,169
0,8,11,80,0.00084,41
0,8,11,81,0.00188,32
0,8,11,82,0.00032,25
0,8,11,83,0.00065,20
0,8,11,84,0.00143,17
0,8,11,85,0.00239,16
0,8,11,86,0.00181,17
0,8,11,87,0.00137,20
0,8,11,88,0.00402,25
0,8,11,89,0.00395,32
0,8,11,90,0.00393,41
0,8,11,91,0.00857,52
0,8,11,92,0.00846,65
0,8,11,93,0.00414,80
0,8,11,94,0.00832,97
0,8,11,95,0.00829,116
0,8,11,96,0.00487,137
0,8,11,97,0.00217,160
0,8,12,80,0.00101,34
0,8,12,81,0.00198,25
0,8,12,82,0.00081,18
0,8,12,83,0.00039,13
0,8,12,84,0.00092,10
0,8,12,85,0.0006,9
0,8,12,86,0.00139,10
0,8,12,87,0.00399,13
0,8,12,88,0.01315,18
0,8,12,89,0.0038,25
0,8,12,90,0.00528,34
0,8,12,91,0.02431,45
0,8,12,92,0.02362,58
0,8,12,93,0.01476,73
0,8,12,94,0.01338,90
0,8,12,95,0.01536,109
0,8,12,96,0.00825,130
0,8,12,97,0.00726,153
0,8,13,80,0.00063,29
0,8,13,81,0.0013,20
0,8,13,82,0.00133,13
0,8,13,83,0.00267,8
0,8,13,84,0.00327,5
0,8,13,85,0.00304,4
0,8,13,86,0.00125,5
0,8,13,87,0.0011,8
0,8,13,88,0.04562,13
0,8,13,89,0.02488,20
0,8,13,90,0.00649,29
0,8,13,91,0.02344,40
0,8,13,92,0.02611,53
0,8,13,93,0.0065,68
0,8,13,94,0.0078,85
0,8,13,95,0.00549,104
0,8,13,96,0.00142,125
0,8,13,97,0.00364,148
0,8,13,98,0.00042,173
0,8,14,80,0.00134,26
0,8,14,81,0.00163,17
0,8,14,82,0.0019,10
0,8,14,83,0.00072,5
0,8,14,84,0.00291,2
0,8,14,85,0.00115,1
0,8,14,86,0.00167,2
0,8,14,87,0.00072,5
0,8,14,88,0.00231,10
0,8,14,89,0.01759,17
0,8,14,90,0.00814,26
0,8,14,91,0.0026,37
0,8,14,92,0.00797,50
0,8,14,93,0.00491,65
0,8,14,94,0.00468,82
0,8,14,95,0.00553,101
0,8,14,96,0.00225,122
0,8,15,80,0.00068,25
0,8,15,81,0.00151,16
0,8,15,82,0.00219,9
0,8,15,83,0.00214,4
0,8,15,84,0.00259,1
0,8,15,85,0.0013,0
0,8,15,86,0.00086,1
0,8,15,87,0.00703,4
0,8,15,88,0.0128,9
0,8,15,89,0.0014,16
0,8,15,90,0.00083,25
0,8,15,91,0.00054,36
0,8,15,92,0.01003,49
0,8,15,93,0.00683,64
0,8,15,94,0.02218,81
0,8,15,95,0.00616,100
0,8,15,96,0.00252,121
0,8,15,97,0.00067,144
0,8,16,82,0.00167,10
0,8,16,83,0.00119,5
0,8,16,84,0.00146,2
0,8,16,85,0.00136,1
0,8,16,86,0.00253,2
0,8,16,87,0.00449,5
0,8,16,88,0.00558,10
0,8,16,89,0.00219,17
0,8,16,90,0.00109,26
0,8,16,91,0.00207,37
0,8,16,92,0.01413,50
0,8,16,93,0.00205,65
0,8,16,94,0.00218,82
0,8,16,95,0.00057,101
0,8,16,96,0.00273,122
0,8,17,82,0.00237,13
0,8,17,83,0.00788,8
0,8,17,84,0.0016,5
0,8,17,85,0.00082,4
0,8,17,86,0.00564,5
0,8,17,87,0.0048,8
0,8,17,88,0.01014,13
0,8,17,89,0.00736,20
0,8,17,90,0.00058,29
0,8,17,91,0.00197,40
0,8,17,92,0.00139,53
0,8,17,93,0.01238,68
0,8,17,94,0.00566,85
0,8,18,84,0.00258,10
0,8,18,85,0.00205,9
0,8,18,86,0.00101,10
0,8,18,87,0.00136,13
0,8,18,88,0.00236,18
0,8,18,89,0.00619,25
0,8,18,90,0.00178,34
0,8,18,91,0.00224,45
0,8,18,92,0.00142,58
0,8,18,93,0.00283,73
0,8,19,85,0.00449,16
0,8,19,86,0.00593,17
0,8,19,87,0.00239,20
0,8,19,88,0.00305,25
0,8,19,89,0.00676,32
0,8,19,90,0.00077,41
0,8,19,91,0.00124,52
0,8,19,92,0.001,65
0,8,20,86,0.00337,26
0,8,20,87,0.00789,29
0,8,20,88,0.00415,34
0,8,20,89,0.00247,41
0,8,20,90,0.0013,50
0,8,20,91,0.0035,61
0,8,20,92,0.00031,74
0,8,21,86,0.00163,37
0,8,21,87,0.00562,40
0,8,21,88,0.0035,45
0,8,21,89,0.00517,52
0,8,21,90,0.00698,61
0,8,21,91,0.00269,72
0,8,22,91,0.00069,85
0,10,-8,100,0.00031,754
0,10,-6,93,0.00029,505
0,10,-6,94,0.00034,522
0,10,-6,97,0.00033,585
0,10,-6,98,0.00168,610
0,10,-5,98,0.00104,569
0,10,-4,98,0.00109,530
0,10,-4,99,0.00112,557
0,10,-4,100,0.00042,586
0,10,-3,95,0.0004,424
0,10,-3,96,0.0007,445
0,10,-3,97,0.00043,468
0,10,-3,98,0.00232,493
0,10,-3,99,0.00065,520
0,10,-2,92,0.00037,338
0,10,-2,93,0.00041,353
0,10,-2,94,0.00036,370
0,10,-2,95,0.0006,389
0,10,-2,96,0.00054,410
0,10,-2,97,0.00166,433
0,10,-2,98,0.00089,458
0,10,-1,95,0.00027,356
0,10,-1,96,0.00036,377
0,10,0,94,0.0003,306
0,10,0,96,0.00028,346
0,10,1,74,0.00028,317
0,10,1,79,0.00032,232
0,10,1,80,0.00028,221
0,10,1,81,0.00034,212
0,10,1,82,0.0007,205
0,10,1,83,0.00036,200
0,10,1,87,0.0003,200
0,10,1,94,0.00034,277
0,10,1,95,0.00048,296
0,10,1,96,0.0003,317
0,10,2,76,0.00027,250
0,10,2,80,0.00052,194
0,10,2,81,0.00123,185
0,10,2,82,0.00034,178
0,10,2,83,0.00037,173
0,10,2,84,0.00063,170
0,10,2,92,0.00034,218
0,10,2,94,0.00172,250
0,10,2,95,0.00121,269
0,10,2,96,0.00034,290
0,10,3,75,0.00026,244
0,10,3,80,0.00027,169
0,10,3,81,0.00046,160
0,10,3,85,0.00046,144
0,10,3,86,0.0003,145
0,10,3,88,0.00028,153
0,10,3,92,0.00036,193
0,10,3,93,0.00046,208
0,10,3,94,0.00254,225
0,10,3,95,0.00101,244
0,10,4,74,0.0003,242
0,10,4,75,0.00037,221
0,10,4,80,0.00092,146
0,10,4,81,0.0008,137
0,10,4,84,0.00033,122
0,10,4,93,0.00112,185
0,10,4,94,0.00049,202
0,10,5,73,0.00029,244
0,10,5,74,0.00033,221
0,10,5,75,0.00034,200
0,10,5,76,0.00041,181
0,10,5,77,0.00108,164
0,10,5,78,0.00223,149
0,10,5,79,0.00344,136
0,10,5,80,0.00236,125
0,10,5,81,0.00119,116
0,10,5,82,0.00155,109
0,10,5,83,0.00037,104
0,10,5,84,0.00049,101
0,10,5,88,0.00034,109
0,10,5,89,0.00034,116
0,10,5,93,0.00213,164
0,10,5,96,0.00103,221
0,10,5,97,0.0011,244
0,10,5,98,0.00081,269
0,10,5,99,0.00082,296
0,10,6,74,0.00033,202
0,10,6,75,0.00046,181
0,10,6,76,0.00152,162
0,10,6,77,0.00113,145
0,10,6,81,0.00044,97
0,10,6,82,0.00175,90
0,10,6,83,0.0007,85
0,10,6,84,0.00038,82
0,10,6,85,0.00112,81
0,10,6,86,0.0012,82
0,10,6,87,0.00056,85
0,10,6,88,0.0005,90
0,10,6,89,0.00071,97
0,10,6,90,0.00043,106
0,10,6,91,0.00038,117
0,10,6,92,0.00048,130
0,10,6,93,0.00355,145
0,10,6,94,0.00124,162
0,10,6,95,0.00106,181
0,10,6,96,0.00653,202
0,10,6,97,0.00078,225
0,10,6,98,0.00107,250
0,10,6,99,0.00103,277
0,10,7,74,0.00087,185
0,10,7,75,0.00077,164
0,10,7,76,0.00072,145
0,10,7,82,0.00183,73
0,10,7,83,0.00078,68
0,10,7,87,0.00088,68
0,10,7,88,0.00087,73
0,10,7,89,0.00066,80
0,10,7,90,0.00048,89
0,10,7,91,0.00041,100
0,10,7,92,0.0014,113
0,10,7,93,0.00068,128
0,10,7,94,0.00242,145
0,10,7,95,0.00186,164
0,10,7,96,0.00532,185
0,10,7,97,0.00218,208
0,10,7,98,0.00057,233
0,10,8,74,0.00098,170
0,10,8,78,0.00032,98
0,10,8,79,0.00054,85
0,10,8,80,0.00184,74
0,10,8,81,0.00228,65
0,10,8,82,0.0012,58
0,10,8,83,0.00135,53
0,10,8,84,0.00092,50
0,10,8,85,0.00077,49
0,10,8,87,0.00036,53
0,10,8,88,0.00164,58
0,10,8,89,0.00087,65
0,10,8,90,0.00102,74
0,10,8,91,0.00066,85
0,10,8,92,0.0016,98
0,10,8,93,0.0045,113
0,10,8,94,0.00473,130
0,10,8,95,0.00524,149
0,10,8,96,0.00628,170
0,10,8,97,0.00459,193
0,10,9,78,0.00027,85
0,10,9,79,0.01128,72
0,10,9,80,0.00136,61
0,10,9,81,0.00186,52
0,10,9,82,0.00053,45
