year,month,lat,lng,probability,spread
3,2,7,68,0.00139,353
3,2,7,69,0.00049,320
3,2,7,70,0.0009,289
3,2,7,73,0.00025,208
3,2,7,74,0.00027,185
3,2,7,78,0.00038,113
3,2,7,79,0.00044,100
3,2,7,82,0.0012,73
3,2,7,83,0.00077,68
3,2,7,84,0.00186,65
3,2,7,85,0.00048,64
3,2,7,86,0.00066,65
3,2,7,87,0.00171,68
3,2,7,88,0.00135,73
3,2,7,89,0.00126,80
3,2,7,90,0.00074,89
3,2,7,91,0.00139,100
3,2,7,92,0.00079,113
3,2,7,93,0.00049,128
3,2,7,94,0.00146,145
3,2,7,95,0.00119,164
3,2,7,96,0.00056,185
3,2,7,97,0.00052,208
3,2,7,98,0.00483,233
3,2,7,99,0.00278,260
3,2,8,51,0.00029,1205
3,2,8,62,0.00028,578
3,2,8,67,0.00072,373
3,2,8,68,0.00053,338
3,2,8,73,0.00026,193
3,2,8,74,0.00041,170
3,2,8,75,0.0003,149
3,2,8,79,0.00033,85
3,2,8,81,0.00081,65
3,2,8,82,0.00208,58
3,2,8,83,0.00069,53
3,2,8,84,0.00087,50
3,2,8,85,0.00086,49
3,2,8,86,0.0008,50
3,2,8,87,0.00093,53
3,2,8,88,0.00134,58
3,2,8,89,0.00136,65
3,2,8,90,0.00132,74
3,2,8,91,0.00113,85
3,2,8,92,0.00167,98
3,2,8,93,0.00126,113
3,2,8,94,0.00163,130
3,2,8,95,0.00188,149
3,2,8,96,0.00102,170
3,2,8,97,0.0013,193
3,2,8,98,0.00033,218
3,2,9,63,0.00045,520
3,2,9,64,0.00069,477
3,2,9,72,0.00044,205
3,2,9,73,0.00047,180
3,2,9,74,0.00053,157
3,2,9,75,0.00038,136
3,2,9,79,0.00093,72
3,2,9,80,0.00028,61
3,2,9,81,0.00282,52
3,2,9,82,0.00393,45
3,2,9,83,0.00304,40
3,2,9,84,0.00145,37
3,2,9,85,0.00099,36
3,2,9,86,0.00171,37
3,2,9,87,0.00094,40
3,2,9,88,0.00127,45
3,2,9,89,0.00087,52
3,2,9,90,0.00138,61
3,2,9,91,0.0015,72
3,2,9,92,0.00182,85
3,2,9,93,0.00273,100
3,2,9,94,0.00216,117
3,2,9,95,0.0021,136
3,2,9,96,0.00321,157
3,2,9,97,0.00319,180
3,2,9,98,0.00237,205
3,2,10,64,0.00053,466
3,2,10,66,0.00028,386
3,2,10,67,0.00037,349
3,2,10,68,0.00043,314
3,2,10,69,0.0003,281
3,2,10,71,0.0003,221
3,2,10,72,0.00043,194
3,2,10,73,0.00028,169
3,2,10,74,0.00038,146
3,2,10,75,0.00043,125
3,2,10,80,0.00083,50
3,2,10,81,0.00071,41
3,2,10,82,0.00172,34
3,2,10,83,0.00282,29
3,2,10,84,0.00184,26
3,2,10,85,0.00146,25
3,2,10,86,0.00078,26
3,2,10,87,0.00216,29
3,2,10,88,0.00127,34
3,2,10,89,0.00286,41
3,2,10,90,0.00097,50
3,2,10,91,0.00119,61
3,2,10,92,0.00216,74
3,2,10,93,0.00581,89
3,2,10,94,0.00259,106
3,2,10,95,0.00228,125
3,2,10,96,0.00379,146
3,2,10,97,0.00327,169
3,2,10,98,0.00154,194
3,2,11,67,0.00045,340
3,2,11,70,0.00025,241
3,2,11,71,0.00039,212
3,2,11,74,0.0003,137
3,2,11,80,0.00043,41
3,2,11,81,0.00029,32
3,2,11,82,0.00178,25
3,2,11,83,0.00259,20
3,2,11,84,0.00115,17
3,2,11,85,0.00397,16
3,2,11,86,0.0019,17
3,2,11,87,0.00148,20
3,2,11,88,0.00264,25
3,2,11,89,0.00214,32
3,2,11,90,0.00076,41
3,2,11,91,0.00066,52
3,2,11,92,0.00114,65
3,2,11,93,0.00645,80
3,2,11,94,0.00215,97
3,2,11,95,0.00175,116
3,2,11,96,0.00347,137
3,2,11,97,0.00177,160
3,2,11,98,0.00203,185
3,2,12,65,0.00139,409
3,2,12,66,0.00045,370
3,2,12,67,0.0003,333
3,2,12,69,0.00028,265
3,2,12,70,0.00041,234
3,2,12,71,0.00054,205
3,2,12,80,0.00176,34
3,2,12,81,0.00147,25
3,2,12,82,0.00226,18
3,2,12,83,0.00396,13
3,2,12,84,0.0052,10
3,2,12,85,0.00317,9
3,2,12,86,0.00355,10
3,2,12,87,0.00127,13
3,2,12,88,0.00348,18
3,2,12,89,0.00254,25
3,2,12,90,0.00098,34
3,2,12,91,0.00091,45
3,2,12,92,0.00067,58
3,2,12,93,0.0035,73
3,2,12,94,0.00313,90
3,2,12,95,0.00212,109
3,2,12,96,0.00318,130
3,2,12,97,0.00071,153
3,2,12,98,0.00025,178
3,2,13,68,0.00073,293
3,2,13,69,0.00063,260
3,2,13,70,0.00077,229
3,2,13,80,0.00025,29
3,2,13,81,0.00114,20
3,2,13,82,0.00429,13
3,2,13,83,0.00349,8
3,2,13,84,0.00188,5
3,2,13,85,0.00133,4
3,2,13,86,0.00292,5
3,2,13,87,0.00204,8
3,2,13,88,0.00054,13
3,2,13,89,0.00254,20
3,2,13,90,0.00074,29
3,2,13,91,0.00107,40
3,2,13,92,0.00065,53
3,2,13,93,0.0026,68
3,2,13,94,0.00481,85
3,2,13,95,0.0048,104
3,2,13,96,0.00357,125
3,2,13,97,0.00097,148
3,2,13,98,0.00028,173
3,2,14,66,0.0004,362
3,2,14,67,0.0004,325
3,2,14,70,0.00038,226
3,2,14,81,0.00209,17
3,2,14,82,0.00311,10
3,2,14,83,0.00208,5
3,2,14,84,0.00184,2
3,2,14,85,0.01098,1
3,2,14,86,0.00367,2
3,2,14,87,0.00403,5
3,2,14,88,0.00178,10
3,2,14,89,0.00144,17
3,2,14,90,0.0018,26
3,2,14,91,0.00083,37
3,2,14,92,0.00092,50
3,2,14,93,0.00168,65
3,2,14,94,0.00375,82
3,2,14,95,0.005,101
3,2,14,96,0.0041,122
3,2,14,97,0.00133,145
3,2,15,81,0.00088,16
3,2,15,82,0.00118,9
3,2,15,83,0.00164,4
3,2,15,84,0.00221,1
3,2,15,85,0.00356,0
3,2,15,86,0.00598,1
3,2,15,87,0.00479,4
3,2,15,88,0.0026,9
3,2,15,89,0.00095,16
3,2,15,90,0.0025,25
3,2,15,91,0.00329,36
3,2,15,92,0.00387,49
3,2,15,93,0.00118,64
3,2,15,94,0.00028,81
3,2,15,95,0.00193,100
3,2,15,96,0.00156,121
3,2,15,97,0.00211,144
3,2,16,82,0.00057,10
3,2,16,83,0.00287,5
3,2,16,84,0.00424,2
3,2,16,85,0.00406,1
3,2,16,86,0.00317,2
3,2,16,87,0.00317,5
3,2,16,88,0.00447,10
3,2,16,89,0.00294,17
3,2,16,90,0.00244,26
3,2,16,91,0.00272,37
3,2,16,92,0.001,50
3,2,16,93,0.00053,65
3,2,16,96,0.00113,122
3,2,16,97,0.00029,145
3,2,17,68,0.00051,293
3,2,17,83,0.00128,8
3,2,17,84,0.00358,5
3,2,17,85,0.00306,4
3,2,17,86,0.00215,5
3,2,17,87,0.00483,8
3,2,17,88,0.00362,13
3,2,17,89,0.00417,20
3,2,17,90,0.00314,29
3,2,17,91,0.00305,40
3,2,17,92,0.00159,53
3,2,17,93,0.00195,68
3,2,17,94,0.00038,85
3,2,18,68,0.00027,298
3,2,18,84,0.00064,10
3,2,18,85,0.00168,9
3,2,18,86,0.00212,10
3,2,18,87,0.00166,13
3,2,18,88,0.00269,18
3,2,18,89,0.00462,25
3,2,18,90,0.00804,34
3,2,18,91,0.00724,45
3,2,18,92,0.00228,58
3,2,18,93,0.00096,73
3,2,19,85,0.00035,16
3,2,19,86,0.00116,17
3,2,19,87,0.00136,20
3,2,19,88,0.00147,25
3,2,19,89,0.00247,32
3,2,19,90,0.00357,41
3,2,19,91,0.00564,52
3,2,19,92,0.00037,65
3,2,20,87,0.00041,29
3,2,20,88,0.00108,34
3,2,20,89,0.00204,41
3,2,20,90,0.00122,50
3,2,20,91,0.00082,61
3,2,21,87,0.00061,40
3,2,21,88,0.00065,45
3,2,21,89,0.00063,52
3,2,21,90,0.00055,61
3,2,21,91,0.00037,72
3,4,-29,43,0.00027,3700
3,4,-28,43,0.00028,3613
3,4,-28,44,0.00031,3530
3,4,-28,53,0.00035,2873
3,4,-28,54,0.00036,2810
3,4,-28,55,0.00031,2749
3,4,-27,42,0.00033,3613
3,4,-27,43,0.00031,3528
3,4,-27,45,0.00027,3364
3,4,-27,47,0.00036,3208
3,4,-27,55,0.00036,2664
3,4,-26,47,0.00028,3125
3,4,-26,48,0.00054,3050
3,4,-26,49,0.00032,2977
3,4,-26,50,0.00029,2906
3,4,-26,51,0.00044,2837
3,4,-26,52,0.00036,2770
3,4,-26,56,0.00027,2522
3,4,-26,83,0.00025,1685
3,4,-26,84,0.00031,1682
3,4,-25,39,0.00026,3716
3,4,-25,40,0.00026,3625
3,4,-25,49,0.00049,2896
3,4,-25,50,0.0003,2825
3,4,-25,51,0.0004,2756
3,4,-25,53,0.00032,2624
3,4,-25,58,0.00055,2329
3,4,-25,59,0.00031,2276
3,4,-25,61,0.00032,2176
3,4,-25,65,0.00027,2000
3,4,-25,75,0.00031,1700
3,4,-25,82,0.00033,1609
3,4,-25,85,0.00033,1600
3,4,-25,90,0.00031,1625
3,4,-25,91,0.00056,1636
3,4,-24,39,0.00043,3637
3,4,-24,40,0.00025,3546
3,4,-24,48,0.00028,2890
3,4,-24,49,0.00085,2817
3,4,-24,50,0.00033,2746
3,4,-24,52,0.00044,2610
3,4,-24,58,0.0003,2250
3,4,-24,59,0.00057,2197
3,4,-24,72,0.00032,1690
3,4,-24,73,0.00031,1665
3,4,-24,74,0.00053,1642
3,4,-24,75,0.00053,1621
3,4,-24,76,0.0005,1602
3,4,-24,82,0.00037,1530
3,4,-24,91,0.00031,1557
3,4,-23,39,0.00029,3560
3,4,-23,40,0.00039,3469
3,4,-23,41,0.00031,3380
3,4,-23,48,0.00035,2813
3,4,-23,49,0.00036,2740
3,4,-23,50,0.00037,2669
3,4,-23,51,0.0003,2600
3,4,-23,52,0.00042,2533
3,4,-23,58,0.0003,2173
3,4,-23,59,0.00032,2120
3,4,-23,61,0.00035,2020
3,4,-23,63,0.00059,1928
3,4,-23,64,0.00035,1885
3,4,-23,82,0.00037,1453
3,4,-23,90,0.00028,1469
3,4,-22,41,0.00027,3305
3,4,-22,48,0.00028,2738
3,4,-22,49,0.00036,2665
3,4,-22,50,0.00028,2594
3,4,-22,51,0.00057,2525
3,4,-22,53,0.00045,2393
3,4,-22,60,0.00026,1994
3,4,-22,61,0.00026,1945
3,4,-22,62,0.00026,1898
3,4,-22,65,0.00042,1769
3,4,-22,66,0.00033,1730
3,4,-22,70,0.00027,1594
3,4,-22,73,0.00032,1513
3,4,-22,79,0.00031,1405
3,4,-22,80,0.00036,1394
3,4,-21,35,0.00028,3796
3,4,-21,49,0.00028,2592
3,4,-21,50,0.00034,2521
3,4,-21,51,0.00028,2452
3,4,-21,52,0.00029,2385
3,4,-21,53,0.00036,2320
3,4,-21,54,0.00044,2257
3,4,-21,55,0.0003,2196
3,4,-21,58,0.00037,2025
3,4,-21,59,0.00035,1972
3,4,-21,63,0.00028,1780
3,4,-21,64,0.00045,1737
3,4,-21,65,0.00028,1696
3,4,-21,67,0.00025,1620
3,4,-21,76,0.00027,1377
3,4,-21,77,0.00038,1360
3,4,-21,84,0.00034,1297
3,4,-20,38,0.00028,3434
3,4,-20,41,0.00026,3161
3,4,-20,49,0.00033,2521
3,4,-20,50,0.00031,2450
3,4,-20,57,0.00027,2009
3,4,-20,63,0.00026,1709
3,4,-20,64,0.00027,1666
3,4,-20,74,0.00027,1346
3,4,-20,75,0.0003,1325
3,4,-20,76,0.00034,1306
3,4,-20,77,0.00045,1289
3,4,-20,79,0.00056,1261
3,4,-20,80,0.00026,1250
3,4,-19,39,0.00027,3272
3,4,-19,41,0.00026,3092
3,4,-19,51,0.00034,2312
3,4,-19,52,0.00032,2245
3,4,-19,53,0.0003,2180
3,4,-19,54,0.00034,2117
3,4,-19,63,0.00031,1640
3,4,-19,65,0.00037,1556
3,4,-19,66,0.00026,1517
3,4,-19,76,0.00049,1237
3,4,-19,80,0.00026,1181
3,4,-19,81,0.00033,1172
3,4,-19,86,0.0004,1157
3,4,-18,41,0.00029,3025
3,4,-18,49,0.00045,2385
3,4,-18,50,0.00035,2314
3,4,-18,51,0.00025,2245
3,4,-18,54,0.00026,2050
3,4,-18,66,0.00027,1450
3,4,-18,70,0.0003,1314
3,4,-18,71,0.00038,1285
3,4,-18,74,0.00039,1210
3,4,-18,79,0.00026,1125
3,4,-18,80,0.00027,1114
3,4,-18,98,0.00033,1258
3,4,-18,99,0.00041,1285
3,4,-17,49,0.00036,2320
3,4,-17,50,0.00063,2249
3,4,-17,52,0.00031,2113
3,4,-17,53,0.00027,2048
3,4,-17,54,0.00026,1985
3,4,-17,55,0.00038,1924
3,4,-17,73,0.00029,1168
3,4,-17,100,0.00026,1249
3,4,-17,101,0.00039,1280
3,4,-17,102,0.00034,1313
3,4,-17,108,0.00044,1553
3,4,-16,50,0.00033,2186
3,4,-16,56,0.00044,1802
3,4,-16,59,0.00029,1637
3,4,-16,101,0.0003,1217
3,4,-16,104,0.00038,1322
3,4,-16,105,0.00041,1361
3,4,-16,106,0.00042,1402
3,4,-15,44,0.00035,2581
3,4,-15,45,0.00028,2500
3,4,-15,50,0.00029,2125
3,4,-15,59,0.0003,1576
3,4,-15,97,0.00045,1044
3,4,-15,100,0.00122,1125
3,4,-15,101,0.00172,1156
3,4,-15,102,0.00044,1189
3,4,-15,104,0.00046,1261
3,4,-15,106,0.00038,1341
3,4,-14,44,0.00051,2522
3,4,-14,45,0.00053,2441
3,4,-14,89,0.00034,857
3,4,-14,97,0.00076,985
3,4,-14,98,0.00028,1010
3,4,-14,100,0.00029,1066
3,4,-14,101,0.0003,1097
3,4,-14,103,0.0003,1165
3,4,-14,104,0.00182,1202
3,4,-14,106,0.0004,1282
3,4,-13,44,0.00028,2465
3,4,-13,47,0.00035,2228
3,4,-13,83,0.00026,788
3,4,-13,84,0.00031,785
3,4,-13,85,0.00045,784
3,4,-13,86,0.00082,785
3,4,-13,87,0.00069,788
3,4,-13,88,0.00055,793
3,4,-13,89,0.00034,800
3,4,-13,90,0.00037,809
3,4,-13,91,0.00044,820
3,4,-13,92,0.00026,833
3,4,-13,93,0.00041,848
3,4,-13,96,0.00041,905
3,4,-13,97,0.00064,928
3,4,-13,98,0.00044,953
3,4,-13,99,0.00069,980
3,4,-13,100,0.00036,1009
3,4,-13,101,0.00051,1040
3,4,-13,102,0.00027,1073
3,4,-13,103,0.00036,1108
3,4,-13,104,0.00103,1145
3,4,-12,44,0.00026,2410
3,4,-12,46,0.00029,2250
3,4,-12,47,0.00043,2173
3,4,-12,87,0.00031,733
3,4,-12,88,0.00066,738
3,4,-12,89,0.00077,745
3,4,-12,90,0.00072,754
3,4,-12,91,0.00049,765
3,4,-12,92,0.00129,778
3,4,-12,93,0.0008,793
3,4,-12,94,0.00112,810
3,4,-12,95,0.0009,829
3,4,-12,96,0.00052,850
3,4,-12,97,0.00048,873
3,4,-12,98,0.00068,898
3,4,-12,99,0.00101,925
3,4,-12,100,0.0004,954
3,4,-12,101,0.00061,985
3,4,-12,102,0.00042,1018
3,4,-12,104,0.00032,1090
3,4,-12,105,0.00025,1129
3,4,-12,106,0.00055,1170
3,4,-12,107,0.0007,1213
3,4,-11,41,0.00034,2612
3,4,-11,91,0.00033,712
3,4,-11,93,0.00046,740
3,4,-11,94,0.00041,757
3,4,-11,95,0.00073,776
3,4,-11,98,0.00044,845
3,4,-11,99,0.00062,872
3,4,-11,100,0.00039,901
3,4,-11,101,0.00077,932
3,4,-11,102,0.00044,965
3,4,-11,103,0.00051,1000
3,4,-11,104,0.00032,1037
3,4,-11,105,0.00084,1076
3,4,-11,107,0.00036,1160
3,4,-11,108,0.00067,1205
3,4,-10,40,0.00027,2650
3,4,-10,94,0.00025,706
3,4,-10,95,0.00028,725
3,4,-10,96,0.00085,746
3,4,-10,97,0.00117,769
3,4,-10,98,0.0012,794
3,4,-10,99,0.00034,821
3,4,-10,100,0.00079,850
3,4,-10,101,0.00086,881
3,4,-10,102,0.00065,914
3,4,-10,103,0.0005,949
3,4,-10,104,0.00028,986
3,4,-10,108,0.00025,1154
3,4,-10,110,0.0005,1250
3,4,-10,111,0.00055,1301
3,4,-9,47,0.00029,2020
3,4,-9,54,0.0004,1537
3,4,-9,55,0.00053,1476
3,4,-9,89,0.0003,592
3,4,-9,90,0.00033,601
3,4,-9,96,0.00052,697
3,4,-9,97,0.00137,720
3,4,-9,99,0.00129,772
3,4,-9,100,0.00036,801
3,4,-9,102,0.00057,865
3,4,-9,103,0.00056,900
3,4,-9,104,0.00036,937
3,4,-9,105,0.00028,976
3,4,-9,106,0.00073,1017
3,4,-9,107,0.00027,1060
3,4,-9,108,0.00029,1105
3,4,-9,109,0.00027,1152
3,4,-8,42,0.00044,2378
3,4,-8,44,0.00029,2210
3,4,-8,53,0.00039,1553
3,4,-8,54,0.00025,1490
3,4,-8,55,0.00037,1429
3,4,-8,91,0.00028,565
3,4,-8,92,0.00042,578
3,4,-8,96,0.00029,650
3,4,-8,97,0.0014,673
3,4,-8,98,0.00069,698
3,4,-8,99,0.00044,725
3,4,-8,100,0.00025,754
3,4,-8,101,0.00041,785
3,4,-8,102,0.00112,818
3,4,-8,103,0.00026,853
3,4,-8,104,0.00031,890
3,4,-7,42,0.00044,2333
3,4,-7,43,0.00033,2248
3,4,-7,44,0.00029,2165
3,4,-7,89,0.0003,500
3,4,-7,92,0.00025,533
3,4,-7,96,0.00042,605
3,4,-7,97,0.00049,628
3,4,-7,98,0.00099,653
3,4,-7,99,0.00041,680
3,4,-7,100,0.00035,709
3,4,-7,101,0.00051,740
3,4,-7,102,0.00185,773
3,4,-7,103,0.00087,808
3,4,-7,104,0.00082,845
3,4,-7,105,0.00065,884
3,4,-6,42,0.00047,2290
3,4,-6,86,0.00035,442
3,4,-6,89,0.0003,457
3,4,-6,91,0.00032,477
3,4,-6,93,0.00027,505
3,4,-6,96,0.00043,562
3,4,-6,97,0.00028,585
3,4,-6,98,0.00065,610
3,4,-6,99,0.00066,637
3,4,-6,100,0.0008,666
3,4,-6,101,0.00072,697
3,4,-6,102,0.00068,730
3,4,-6,103,0.00054,765
3,4,-5,41,0.00025,2336
3,4,-5,45,0.00038,2000
3,4,-5,75,0.00029,500
3,4,-5,88,0.00042,409
3,4,-5,91,0.00032,436
3,4,-5,92,0.00039,449
3,4,-5,93,0.00048,464
3,4,-5,94,0.0006,481
3,4,-5,95,0.00039,500
3,4,-5,96,0.00028,521
3,4,-5,97,0.00073,544
3,4,-5,98,0.00103,569
3,4,-5,99,0.00068,596
3,4,-5,100,0.00077,625
3,4,-5,101,0.00056,656
3,4,-5,102,0.00054,689
3,4,-4,88,0.0003,370
3,4,-4,89,0.00053,377
3,4,-4,90,0.00042,386
3,4,-4,91,0.00053,397
3,4,-4,92,0.00059,410
3,4,-4,93,0.0007,425
3,4,-4,94,0.00105,442
3,4,-4,95,0.00117,461
3,4,-4,96,0.00107,482
3,4,-4,97,0.00142,505
3,4,-4,98,0.00094,530
3,4,-4,99,0.00039,557
3,4,-4,100,0.00035,586
3,4,-4,101,0.00065,617
3,4,-3,67,0.00028,648
3,4,-3,81,0.00031,340
3,4,-3,82,0.0004,333
3,4,-3,83,0.00042,328
3,4,-3,84,0.00044,325
3,4,-3,85,0.00035,324
3,4,-3,86,0.00046,325
3,4,-3,87,0.00099,328
3,4,-3,88,0.00064,333
3,4,-3,89,0.00027,340
3,4,-3,90,0.00045,349
3,4,-3,91,0.00043,360
3,4,-3,93,0.00051,388
3,4,-3,94,0.00069,405
3,4,-3,95,0.00086,424
3,4,-3,96,0.0005,445
3,4,-3,97,0.00095,468
3,4,-3,98,0.00033,493
3,4,-2,84,0.00029,290
3,4,-2,85,0.00047,289
3,4,-2,86,0.00095,290
3,4,-2,87,0.00073,293
3,4,-2,88,0.00079,298
3,4,-2,90,0.00087,314
3,4,-2,93,0.00029,353
3,4,-2,96,0.00033,410
3,4,-2,97,0.00039,433
3,4,-1,42,0.00026,2105
3,4,-1,70,0.00053,481
3,4,-1,71,0.00031,452
3,4,-1,72,0.00037,425
3,4,-1,81,0.00041,272
3,4,-1,82,0.00053,265
3,4,-1,83,0.00068,260
3,4,-1,84,0.00047,257
3,4,-1,85,0.00041,256
3,4,-1,86,0.00072,257
3,4,-1,87,0.00045,260
3,4,-1,88,0.00133,265
3,4,-1,89,0.00164,272
3,4,-1,90,0.00046,281
3,4,-1,91,0.00098,292
3,4,-1,92,0.00084,305
3,4,-1,93,0.00053,320
3,4,0,50,0.00027,1450
3,4,0,81,0.00113,241
3,4,0,82,0.00053,234
3,4,0,83,0.0006,229
3,4,0,84,0.00047,226
3,4,0,85,0.00047,225
3,4,0,87,0.00027,229
3,4,0,90,0.00053,250
3,4,0,91,0.00057,261
3,4,0,93,0.00172,289
3,4,0,95,0.00028,325
3,4,1,44,0.00075,1877
3,4,1,62,0.00029,725
3,4,1,72,0.00101,365
3,4,1,73,0.00043,340
3,4,1,74,0.00043,317
3,4,1,75,0.00037,296
3,4,1,76,0.00031,277
3,4,1,77,0.00036,260
3,4,1,80,0.00028,221
3,4,1,81,0.00151,212
3,4,1,82,0.00076,205
3,4,1,83,0.00025,200
3,4,1,84,0.00031,197
3,4,1,85,0.00045,196
3,4,1,86,0.00047,197
3,4,1,87,0.00035,200
3,4,1,88,0.00038,205
3,4,1,89,0.00043,212
3,4,1,90,0.00096,221
3,4,1,91,0.0004,232
3,4,1,92,0.00042,245
3,4,1,93,0.00037,260
3,4,1,94,0.00027,277
3,4,2,46,0.00031,1690
3,4,2,50,0.00042,1394
3,4,2,51,0.00034,1325
3,4,2,81,0.00036,185
3,4,2,83,0.00034,173
3,4,2,85,0.00033,169
3,4,2,86,0.00037,170
3,4,2,87,0.00034,173
3,4,2,91,0.00044,205
3,4,2,92,0.00042,218
3,4,2,93,0.0006,233
3,4,3,55,0.00028,1044
3,4,3,56,0.00027,985
3,4,3,57,0.00045,928
3,4,3,58,0.00045,873
3,4,3,61,0.00035,720
3,4,3,62,0.00039,673
3,4,3,72,0.00052,313
3,4,3,79,0.00045,180
3,4,3,80,0.00039,169
3,4,3,83,0.00029,148
3,4,3,84,0.00035,145
3,4,3,85,0.00033,144
3,4,3,87,0.00048,148
3,4,3,88,0.00059,153
3,4,3,89,0.00043,160
3,4,3,90,0.00142,169
3,4,3,91,0.00077,180
3,4,3,92,0.0007,193
3,4,3,93,0.00069,208
3,4,4,51,0.0005,1277
3,4,4,52,0.00026,1210
3,4,4,53,0.00032,1145
3,4,4,54,0.00044,1082
3,4,4,55,0.00072,1021
3,4,4,56,0.00054,962
3,4,4,57,0.00043,905
3,4,4,58,0.00056,850
3,4,4,59,0.00026,797
3,4,4,60,0.00076,746
3,4,4,61,0.00067,697
3,4,4,62,0.00057,650
3,4,4,63,0.00036,605
3,4,4,69,0.00025,377
3,4,4,75,0.00028,221
3,4,4,76,0.00026,202
3,4,4,77,0.0004,185
3,4,4,78,0.00051,170
3,4,4,79,0.00066,157
3,4,4,80,0.00123,146
3,4,4,81,0.00046,137
3,4,4,82,0.00042,130
3,4,4,83,0.00072,125
3,4,4,85,0.00033,121
3,4,4,86,0.00026,122
3,4,4,87,0.00084,125
3,4,4,89,0.00066,137
3,4,4,90,0.00062,146
3,4,4,91,0.00055,157
3,4,4,92,0.00045,170
3,4,4,93,0.00042,185
3,4,4,94,0.00037,202
3,4,5,51,0.00052,1256
3,4,5,54,0.00041,1061
3,4,5,58,0.00069,829
3,4,5,59,0.00087,776
3,4,5,60,0.00061,725
3,4,5,61,0.00031,676
3,4,5,62,0.00042,629
3,4,5,65,0.00029,500
3,4,5,69,0.00055,356
3,4,5,74,0.00027,221
3,4,5,75,0.00063,200
3,4,5,76,0.00029,181
3,4,5,82,0.00032,109
3,4,5,85,0.00038,100
3,4,5,86,0.00062,101
3,4,5,87,0.00028,104
3,4,5,88,0.00027,109
3,4,5,89,0.00033,116
3,4,5,90,0.00087,125
3,4,5,91,0.00096,136
3,4,5,92,0.00066,149
3,4,5,93,0.0007,164
3,4,5,94,0.0004,181
3,4,5,95,0.00106,200
3,4,5,96,0.00109,221
3,4,5,97,0.00115,244
3,4,5,98,0.0004,269
3,4,5,100,0.00079,325
3,4,6,54,0.00031,1042
3,4,6,59,0.00048,757
3,4,6,62,0.0003,610
3,4,6,63,0.00027,565
3,4,6,64,0.0003,522
3,4,6,71,0.00027,277
3,4,6,72,0.00037,250
3,4,6,74,0.00032,202
3,4,6,76,0.00035,162
3,4,6,82,0.00063,90
3,4,6,83,0.00107,85
3,4,6,84,0.00075,82
3,4,6,85,0.0006,81
3,4,6,86,0.00105,82
3,4,6,87,0.00171,85
3,4,6,88,0.00196,90
3,4,6,89,0.00278,97
3,4,6,90,0.00277,106
3,4,6,91,0.00258,117
3,4,6,92,0.00194,130
3,4,6,93,0.00138,145
3,4,6,94,0.00048,162
3,4,6,95,0.00119,181
3,4,6,96,0.0014,202
3,4,6,97,0.00105,225
3,4,6,98,0.00093,250
3,4,6,99,0.00139,277
3,4,7,52,0.00034,1153
3,4,7,56,0.00028,905
3,4,7,57,0.0005,848
3,4,7,58,0.00084,793
3,4,7,60,0.00048,689
3,4,7,62,0.00053,593
3,4,7,74,0.00049,185
3,4,7,82,0.00068,73
3,4,7,83,0.00048,68
3,4,7,84,0.0004,65
3,4,7,85,0.00052,64
3,4,7,86,0.00126,65
3,4,7,87,0.0018,68
3,4,7,88,0.00215,73
3,4,7,89,0.00041,80
3,4,7,90,0.00062,89
3,4,7,91,0.00122,100
3,4,7,92,0.00167,113
3,4,7,93,0.00185,128
3,4,7,94,0.00287,145
3,4,7,95,0.00167,164
3,4,7,96,0.00131,185
3,4,7,97,0.00212,208
3,4,7,98,0.00269,233
3,4,7,99,0.00098,260
3,4,8,57,0.00047,833
3,4,8,62,0.00028,578
3,4,8,63,0.00026,533
3,4,8,64,0.00035,490
3,4,8,65,0.00056,449
3,4,8,66,0.00041,410
3,4,8,67,0.00051,373
3,4,8,68,0.00042,338
3,4,8,71,0.00026,245
3,4,8,73,0.0005,193
3,4,8,74,0.00033,170
3,4,8,79,0.00029,85
3,4,8,81,0.00056,65
3,4,8,82,0.00079,58
3,4,8,83,0.00072,53
3,4,8,84,0.00131,50
3,4,8,85,0.00082,49
3,4,8,86,0.00248,50
3,4,8,87,0.00118,53
3,4,8,88,0.00189,58
3,4,8,89,0.00123,65
3,4,8,90,0.00148,74
3,4,8,91,0.00181,85
3,4,8,92,0.00192,98
3,4,8,93,0.00173,113
3,4,8,94,0.00173,130
3,4,8,95,0.0018,149
3,4,8,96,0.00214,170
3,4,8,97,0.00464,193
3,4,9,54,0.00027,997
3,4,9,55,0.00044,936
3,4,9,57,0.00046,820
3,4,9,63,0.00042,520
3,4,9,64,0.00026,477
3,4,9,65,0.00039,436
3,4,9,66,0.0003,397
3,4,9,68,0.00067,325
3,4,9,69,0.00035,292
3,4,9,72,0.0004,205
3,4,9,73,0.00057,180
3,4,9,74,0.00038,157
3,4,9,81,0.00064,52
3,4,9,82,0.00086,45
3,4,9,83,0.00038,40
3,4,9,84,0.00146,37
3,4,9,85,0.00127,36
3,4,9,86,0.00069,37
3,4,9,87,0.00065,40
3,4,9,88,0.00104,45
3,4,9,89,0.00133,52
3,4,9,90,0.00111,61
3,4,9,91,0.00112,72
3,4,9,92,0.00245,85
3,4,9,93,0.00325,100
3,4,9,94,0.00259,117
3,4,9,95,0.00127,136
3,4,9,96,0.00154,157
3,4,9,97,0.00394,180
3,4,9,98,0.00188,205
3,4,10,66,0.00049,386
3,4,10,68,0.00063,314
3,4,10,69,0.00029,281
